text,category
"the sort of thing that candidates like Joe Biden, Julian Castro, and Pete Buttigieg have proposed.",pro-medicare
"More importantly, though, Suderman’s argument relies on a second equivocation.",pro-medicare
Governor Shumlin didn’t try and fail to get the legislature to sign off on the creation of Green Mountain Care.,pro-medicare
Nor was there some initial implementation of the program that ended in disaster.,pro-medicare
"What happened was, quite simply, that Governor Shumlin got cold feet.",pro-medicare
Suderman tells us that Shumlin decided not to go ahead with the plan for Green Mountain Care because it would have involved unacceptably high tax rates.,pro-medicare
"Bernie Sanders, on the other hand, has always been comfortable telling voters and journalists that his Medicare for All plan would involve a tax increase for middle-income taxpayers.",pro-medicare
"He’s emphasized, however, that the combination of this modest increase with the abolition of premiums, co-pays, and deductibles would mean considerable overall savings for those same taxpayers.",pro-medicare
It’s hard to imagine Bernie Sanders simply deciding not to push for Medicare for All legislation after being elected president.,pro-medicare
"If this isn’t what Suderman means to suggest, however, his central premise is irrelevant to his conclusion.",pro-medicare
"On the other hand, if he wants to suggest that single payer would “fail” in any other sense, all his work is still ahead of him.",pro-medicare
"No one denies that a hypothetical President Sanders who used every available bit of political capital to push for single payer, instead of Shumlin-ing out, would face a steep uphill climb to make it happen.",pro-medicare
"(No one is more aware of this problem than Sanders himself, who has been talking for years about the need for a grassroots “political revolution” to make his political agenda a reality.)",pro-medicare
"Once such a program were in place, though, an abundance of evidence from several countries around the world strongly suggests that it would succeed in every sense.",pro-medicare
"Suderman describes the inference he tries to draw from Shumlin’s cold feet as “the strongest argument against Mr. Sanders’s single-player plan.” As a defender of Sanders’s plan, I hope he’s right.",pro-medicare
"If this is the best argument the other side has to offer, they’ve lost the debate.",pro-medicare
Stop fearmongering about 'Medicare for All.',pro-medicare
